"artist","song","years_old_13","years_old_12","years_old_11","years_old_10","years_old_9","years_old_8","years_old_7","years_old_6","years_old_5","years_old_4","years_old_3","years_old_2","years_old_1","years_old_0","years_pre_birth_1","years_pre_birth_2","years_pre_birth_3","years_pre_birth_4","years_pre_birth_5","years_pre_birth_6","years_pre_birth_7","years_pre_birth_8","years_pre_birth_9","years_pre_birth_10"
"LL Cool J","Hey Lover",0.31322896083498,0.36,0.12962962962963,0.406779661016949,0.230769230769231,0.269230769230769,0.157894736842105,0.175675675675676,0.178082191780822,0.140845070422535,0.0967741935483871,0.0847457627118644,0.146341463414634,0.148936170212766,0.0714285714285714,0.12962962962963,0.186046511627907,0.258064516129032,0.181818181818182,0,0,0,0,0
"LL Cool J","Loungin'",0.259359467692801,0.1875,0.171875,0.164556962025316,0.171875,0.0821917808219178,0.104477611940299,0.072463768115942,0.107142857142857,0.0943396226415094,0.0384615384615385,0.0392156862745098,0.0555555555555556,0.025,0.0526315789473684,0.1,0.032258064516129,0,0,0,0,0,0,0
"LSG","My Body",0.1379775143216,0.272727272727273,0.163934426229508,0.116666666666667,0.0847457627118644,0.0819672131147541,0.162162162162162,0.032258064516129,0.115384615384615,0.0588235294117647,0.0357142857142857,0.0185185185185185,0.0508474576271186,0.114285714285714,0.0227272727272727,0.037037037037037,0.0434782608695652,0,0,0,0,0,0,0
"Lauryn Hill","Doo Wop",0.742980415950383,0.690909090909091,0.523076923076923,0.516129032258065,0.5625,0.370967741935484,0.474576271186441,0.3,0.387755102040816,0.275862068965517,0.297872340425532,0.259259259259259,0.179487179487179,0.121951219512195,0.225,0.0967741935483871,0,0,0,0,0,0,0,0
"LeAnn Rimes","How Do I Live",0.643819821072637,0.569230769230769,0.642857142857143,0.574074074074074,0.585714285714286,0.545454545454545,0.344827586206897,0.507462686567164,0.345454545454545,0.263157894736842,0.365853658536585,0.304347826086957,0.2,0.1,0.0689655172413793,0.310344827586207,0.115384615384615,0,0,0,0,0,0,0
"Lenny Kravitz","It Ain't Over Til It's Over",0.909790640394089,0.825,0.918367346938776,0.87719298245614,0.769230769230769,0.745762711864407,0.756756756756757,0.625,0.714285714285714,0.571428571428571,0.626865671641791,0.518518518518518,0.5,0.5,0.326530612244898,0.272727272727273,0.381818181818182,0.444444444444444,0.25531914893617,0.333333333333333,0.266666666666667,0.263157894736842,0.15625,0
"Lisa Loeb and Nine Stories","Stay",0.801136363636364,0.645161290322581,0.692307692307692,0.610169491525424,0.648148148148148,0.596491228070175,0.476923076923077,0.4,0.338709677419355,0.235294117647059,0.163636363636364,0.225806451612903,0.203703703703704,0.0952380952380952,0.173076923076923,0.13953488372093,0.138888888888889,0.0571428571428571,0.125,0.05,0,0,0,0
"Lisa Stansfield","All Around The World",0.896509855589139,0.814814814814815,0.903225806451613,0.804347826086957,0.765625,0.7,0.759259259259259,0.725806451612903,0.657894736842105,0.661016949152542,0.45,0.475409836065574,0.47887323943662,0.407894736842105,0.224137931034483,0.320754716981132,0.416666666666667,0.307692307692308,0.28,0.244897959183673,0.235294117647059,0.157894736842105,0.233333333333333,0.2
"Londonbeat","I've Been Thinking About You",0.823329076202639,0.897435897435897,0.86,0.772727272727273,0.680851063829787,0.517857142857143,0.583333333333333,0.552631578947368,0.5,0.462962962962963,0.372881355932203,0.289855072463768,0.388059701492537,0.267605633802817,0.282051282051282,0.210526315789474,0.365384615384615,0.361702127659574,0.238095238095238,0.435897435897436,0.289473684210526,0.354838709677419,0.205882352941176,0
"Los Del Rio","Macarena",0.968663647973993,1,1,0.983606557377049,0.936507936507937,1,0.96969696969697,0.949367088607595,0.946428571428571,0.975,0.947368421052632,0.966666666666667,0.885714285714286,0.92156862745098,0.794871794871795,0.885714285714286,0.857142857142857,0.826086956521739,0,0,0,0,0,0
"Lou Bega","Mambo No. 5",1,0.984848484848485,0.967213114754098,0.935483870967742,0.984126984126984,1,0.978723404255319,0.962264150943396,0.931034482758621,0.973684210526316,0.978723404255319,0.880952380952381,0.886363636363636,0.956521739130435,0.892857142857143,0,0,0,0,0,0,0,0,0
"Luther Vandross","Endless Love",0.515404364569961,0.517857142857143,0.547169811320755,0.588235294117647,0.6,0.474576271186441,0.391891891891892,0.378787878787879,0.28169014084507,0.290322580645161,0.192982456140351,0.259259259259259,0.264150943396226,0.169811320754717,0.163265306122449,0.2,0.162790697674419,0.282051282051282,0.25,0.0909090909090909,0,0,0,0
"Luther Vandross","Power Of Love",0.389165789165789,0.4,0.392156862745098,0.271428571428571,0.333333333333333,0.24390243902439,0.321428571428571,0.2,0.285714285714286,0.238095238095238,0.192982456140351,0.388888888888889,0.157894736842105,0.227272727272727,0.240740740740741,0.188679245283019,0.195652173913043,0.132075471698113,0.113636363636364,0.131578947368421,0.0714285714285714,0.0967741935483871,0.0882352941176471,0
"M.C. Hammer","Have You Seen Her",0.354489021514884,0.32258064516129,0.388888888888889,0.26530612244898,0.184210526315789,0.11864406779661,0.156862745098039,0.104477611940299,0.0769230769230769,0.0847457627118644,0.0655737704918033,0.0563380281690141,0.0416666666666667,0.0769230769230769,0.0327868852459016,0.037037037037037,0.0833333333333333,0.0384615384615385,0.0476190476190476,0.0217391304347826,0.173913043478261,0.0952380952380952,0.0285714285714286,0.114285714285714
"M.C. Hammer","Pray",0.585900900900901,0.740740740740741,0.590909090909091,0.471698113207547,0.509433962264151,0.462962962962963,0.241379310344828,0.203125,0.242424242424242,0.145161290322581,0.132352941176471,0.1,0.0689655172413793,0.21875,0.0967741935483871,0.0816326530612245,0.134615384615385,0.1,0.0909090909090909,0.140625,0.0655737704918033,0.133333333333333,0.210526315789474,0.0714285714285714
"Madonna","Erotica",0.723703703703704,0.707317073170732,0.521739130434783,0.506666666666667,0.528301886792453,0.275862068965517,0.258064516129032,0.232142857142857,0.173913043478261,0.230769230769231,0.169230769230769,0.184615384615385,0.0735294117647059,0.130434782608696,0.0851063829787234,0.0833333333333333,0.130434782608696,0.0408163265306122,0.1,0.0277777777777778,0.037037037037037,0.0967741935483871,0,0
"Madonna","Frozen",0.746309246309246,0.680555555555556,0.571428571428571,0.469387755102041,0.528571428571429,0.492537313432836,0.48,0.326923076923077,0.333333333333333,0.327272727272727,0.258620689655172,0.392156862745098,0.25,0.257142857142857,0.294117647058824,0.259259259259259,0,0,0,0,0,0,0,0
"Madonna","I'll Remember",0.60936125677767,0.441176470588235,0.532258064516129,0.416666666666667,0.341463414634146,0.326530612244898,0.274193548387097,0.253968253968254,0.236111111111111,0.149253731343284,0.142857142857143,0.2,0.117647058823529,0.22,0.111111111111111,0.0238095238095238,0.0571428571428571,0.121212121212121,0.181818181818182,0.15,0,0,0,0
"Madonna","Justify My Love",0.75040404040404,0.711111111111111,0.511111111111111,0.5,0.407407407407407,0.283018867924528,0.379310344827586,0.347826086956522,0.287878787878788,0.184615384615385,0.264150943396226,0.155844155844156,0.161290322580645,0.0923076923076923,0.0735294117647059,0.0545454545454545,0.0727272727272727,0.0980392156862745,0.0444444444444444,0.0851063829787234,0.121212121212121,0.0714285714285714,0.102564102564103,0.0555555555555556
"Madonna","Secret",0.845977665745108,0.714285714285714,0.680851063829787,0.75,0.623188405797101,0.490909090909091,0.590909090909091,0.491525423728814,0.4,0.278688524590164,0.283333333333333,0.203389830508475,0.156862745098039,0.176470588235294,0.208333333333333,0.0892857142857143,0.162790697674419,0.230769230769231,0.107142857142857,0.142857142857143,0,0,0,0
"Madonna","Take A Bow",0.798468619606831,0.707317073170732,0.521739130434783,0.46031746031746,0.575757575757576,0.397058823529412,0.289855072463768,0.327586206896552,0.276315789473684,0.12,0.120689655172414,0.1875,0.0851063829787234,0.0740740740740741,0.0555555555555556,0.0588235294117647,0.032258064516129,0.0689655172413793,0.03125,0,0,0,0,0
"Madonna","This Used To Be My Playground",0.599178599178599,0.679245283018868,0.390243902439024,0.4375,0.350877192982456,0.408163265306122,0.136363636363636,0.180327868852459,0.196969696969697,0.12,0.0833333333333333,0.12280701754386,0.0317460317460317,0.06,0.0892857142857143,0.027027027027027,0.0540540540540541,0.105263157894737,0.114285714285714,0.111111111111111,0.09375,0.032258064516129,0,0
"Madonna","Vogue",0.976587301587302,0.914285714285714,0.941176470588235,0.975609756097561,0.94,0.912280701754386,0.792452830188679,0.851851851851852,0.796875,0.842105263157895,0.637931034482759,0.673076923076923,0.696428571428571,0.647058823529412,0.690140845070423,0.488372093023256,0.468085106382979,0.53448275862069,0.540540540540541,0.476190476190476,0.388888888888889,0.5,0.384615384615385,0.586206896551724
"Marc Anthony","I Need To Know",0.773271627491576,0.754716981132076,0.810344827586207,0.733333333333333,0.651515151515151,0.490909090909091,0.403508771929825,0.4,0.408163265306122,0.48,0.326530612244898,0.375,0.230769230769231,0.2,0.173913043478261,0,0,0,0,0,0,0,0,0
"Mariah Carey","Always Be My Baby",0.762628548687235,0.781818181818182,0.825396825396825,0.754716981132076,0.652777777777778,0.650793650793651,0.645161290322581,0.507246376811594,0.617647058823529,0.634146341463415,0.431818181818182,0.549019607843137,0.40625,0.369565217391304,0.340909090909091,0.34375,0.214285714285714,0.192307692307692,0,0,0,0,0,0
"Mariah Carey","Can't Let Go",0.500783475783476,0.46,0.5,0.319148936170213,0.283018867924528,0.294117647058824,0.261538461538462,0.245901639344262,0.205128205128205,0.258620689655172,0.169491525423729,0.142857142857143,0.254901960784314,0.145454545454545,0.164179104477612,0.0555555555555556,0.109090909090909,0.117647058823529,0.125,0.147058823529412,0.0833333333333333,0.128205128205128,0,0
"Mariah Carey","Dreamlover",0.857780827194376,0.594594594594595,0.724137931034483,0.692307692307692,0.622950819672131,0.671641791044776,0.596774193548387,0.558823529411765,0.492307692307692,0.410714285714286,0.409836065573771,0.377049180327869,0.2,0.28125,0.26,0.2,0.105263157894737,0.15,0.222222222222222,0.151515151515152,0.185185185185185,0,0,0
"Mariah Carey","Emotions",0.717963314358001,0.756756756756757,0.617021276595745,0.604166666666667,0.509433962264151,0.466666666666667,0.412698412698413,0.552631578947368,0.413333333333333,0.257575757575758,0.289855072463768,0.36144578313253,0.280701754385965,0.25531914893617,0.280701754385965,0.214285714285714,0.292307692307692,0.314814814814815,0.125,0.214285714285714,0.272727272727273,0.263157894736842,0.291666666666667,0
"Mariah Carey","Fantasy",0.752517697935488,0.75,0.691176470588235,0.75,0.566666666666667,0.592592592592593,0.610169491525424,0.480769230769231,0.362068965517241,0.4375,0.37037037037037,0.311111111111111,0.245283018867925,0.147540983606557,0.0851063829787234,0.354838709677419,0.133333333333333,0.0882352941176471,0.0344827586206897,0,0,0,0,0
"Mariah Carey","Heartbreaker",0.634879436033005,0.607142857142857,0.48,0.455882352941176,0.442622950819672,0.422535211267606,0.218181818181818,0.109375,0.188679245283019,0.185185185185185,0.232558139534884,0.162790697674419,0.193548387096774,0.222222222222222,0.179487179487179,0,0,0,0,0,0,0,0,0
"Mariah Carey","Hero",0.643073485600794,0.566037735849057,0.592592592592593,0.557377049180328,0.53125,0.436363636363636,0.522727272727273,0.5,0.423076923076923,0.365853658536585,0.366666666666667,0.424242424242424,0.274193548387097,0.355555555555556,0.236363636363636,0.181818181818182,0.215686274509804,0.268292682926829,0.28125,0.24,0.2,0,0,0
"Mariah Carey","Honey",0.42675450153711,0.492753623188406,0.447761194029851,0.372549019607843,0.380952380952381,0.208955223880597,0.194029850746269,0.186440677966102,0.16,0.120689655172414,0.106382978723404,0.0606060606060606,0.117647058823529,0.142857142857143,0.225,0.217391304347826,0.0571428571428571,0,0,0,0,0,0,0
"Mariah Carey","I Don't Wanna Cry",0.448148148148148,0.483870967741935,0.425,0.5,0.307692307692308,0.297872340425532,0.2,0.294117647058824,0.174603174603175,0.148148148148148,0.193548387096774,0.147058823529412,0.207792207792208,0.105263157894737,0.0909090909090909,0.133333333333333,0.122448979591837,0.111111111111111,0.219512195121951,0.09375,0.0666666666666667,0.28,0.102564102564103,0
"Mariah Carey","I Still Believe",0.384853249475891,0.35632183908046,0.353846153846154,0.3,0.25,0.24,0.229166666666667,0.178571428571429,0.12,0.244897959183673,0.181818181818182,0.136363636363636,0.166666666666667,0.1875,0.145833333333333,0,0,0,0,0,0,0,0,0
"Mariah Carey","I'll Be There",0.862245481583162,0.877551020408163,0.8125,0.717391304347826,0.759259259259259,0.716666666666667,0.7,0.560606060606061,0.559322033898305,0.654545454545455,0.527272727272727,0.603174603174603,0.515625,0.4375,0.333333333333333,0.36734693877551,0.452380952380952,0.324324324324324,0.411764705882353,0.157894736842105,0.269230769230769,0.178571428571429,0,0
"Mariah Carey","Love Takes Time",0.60499390456287,0.625,0.567567567567568,0.523809523809524,0.476190476190476,0.4,0.326923076923077,0.46551724137931,0.271186440677966,0.333333333333333,0.148648648648649,0.230769230769231,0.216666666666667,0.177215189873418,0.130434782608696,0.133333333333333,0.288888888888889,0.181818181818182,0.173913043478261,0.277777777777778,0.108695652173913,0.157894736842105,0.5,0.314285714285714
"Mariah Carey","My All",0.445145621560217,0.361111111111111,0.338028169014085,0.4,0.326530612244898,0.303030303030303,0.323529411764706,0.148936170212766,0.16,0.162790697674419,0.0851063829787234,0.222222222222222,0.22,0.13953488372093,0.032258064516129,0.28,0,0,0,0,0,0,0,0
"Mariah Carey","Never Forget You",0.37403087969693,0.394736842105263,0.272727272727273,0.409090909090909,0.283582089552239,0.276923076923077,0.206896551724138,0.276923076923077,0.107142857142857,0.164179104477612,0.157142857142857,0.114285714285714,0.150943396226415,0.224489795918367,0.184210526315789,0.177777777777778,0.0810810810810811,0.2,0.192307692307692,0.166666666666667,0,0,0,0
"Mariah Carey","One Sweet Day",0.734109460725278,0.765625,0.568627450980392,0.767857142857143,0.704225352112676,0.56140350877193,0.483333333333333,0.32258064516129,0.32,0.392857142857143,0.267857142857143,0.11864406779661,0.196428571428571,0.204545454545455,0.241379310344828,0.152173913043478,0.142857142857143,0.111111111111111,0.354838709677419,0,0,0,0,0
"Mariah Carey","Someday",0.597664659733625,0.658536585365854,0.454545454545455,0.386363636363636,0.366666666666667,0.435483870967742,0.405405405405405,0.348837209302326,0.214285714285714,0.226666666666667,0.147058823529412,0.145161290322581,0.148648648648649,0.106666666666667,0.136363636363636,0.125,0.11864406779661,0.12,0.0754716981132075,0,0.15625,0.0652173913043478,0.206896551724138,0
"Mariah Carey","Vision Of Love",0.551068376068376,0.692307692307692,0.514285714285714,0.3125,0.349206349206349,0.392857142857143,0.25531914893617,0.238095238095238,0.377358490566038,0.169811320754717,0.202898550724638,0.0833333333333333,0.133333333333333,0.183333333333333,0.184615384615385,0.171875,0.132075471698113,0.102941176470588,0.037037037037037,0.102564102564103,0.12,0.06,0.125,0.0714285714285714
"Mariah Carey","Without You",0.876680599094392,0.824561403508772,0.803921568627451,0.679245283018868,0.728813559322034,0.696428571428571,0.580645161290323,0.621212121212121,0.609375,0.581818181818182,0.480769230769231,0.4375,0.351851851851852,0.551020408163265,0.446153846153846,0.254901960784314,0.361111111111111,0.369565217391304,0.272727272727273,0.290322580645161,0,0,0,0
"Mark Morrison","Return Of The Mack",0.75336281555187,0.724137931034483,0.645161290322581,0.648148148148148,0.529411764705882,0.573770491803279,0.444444444444444,0.625,0.543859649122807,0.48780487804878,0.260869565217391,0.43859649122807,0.282608695652174,0.229166666666667,0.277777777777778,0.285714285714286,0.25,0,0,0,0,0,0,0
"Marky Mark and The Funky Bunch","Good Vibrations",0.961755233494364,0.894736842105263,0.862745098039216,0.794871794871795,0.84,0.87037037037037,0.829787234042553,0.842857142857143,0.745454545454545,0.746031746031746,0.825396825396825,0.883333333333333,0.653333333333333,0.688524590163934,0.721311475409836,0.584615384615385,0.693877551020408,0.659574468085106,0.575,0.612244897959184,0.583333333333333,0.578947368421053,0.517241379310345,0
"Mary J. Blige","Not Gon' Cry",0.192708333333333,0.149253731343284,0.18,0.0588235294117647,0.137931034482759,0.0422535211267606,0.09375,0.103448275862069,0.0819672131147541,0.0612244897959184,0.0344827586206897,0.0535714285714286,0.0888888888888889,0.0465116279069767,0.0535714285714286,0.0689655172413793,0.0416666666666667,0.0625,0,0,0,0,0,0
"Maxi Priest","Close To You",0.77718253968254,0.783783783783784,0.627906976744186,0.615384615384615,0.541666666666667,0.483870967741935,0.433962264150943,0.409836065573771,0.4,0.454545454545455,0.264150943396226,0.289855072463768,0.222222222222222,0.217391304347826,0.2375,0.163934426229508,0.219512195121951,0.333333333333333,0.156862745098039,0.2,0.34375,0.242424242424242,0.153846153846154,0.12
"Maxwell","Fortunate",0.133226222484535,0.0461538461538462,0.08,0.0158730158730159,0.0547945205479452,0.0769230769230769,0.0204081632653061,0.0961538461538462,0.0740740740740741,0.0454545454545455,0.0256410256410256,0.1,0.0526315789473684,0.0833333333333333,0.0357142857142857,0,0,0,0,0,0,0,0,0
"Meat Loaf","I'd Do Anything For Love",0.924557562488597,0.717391304347826,0.833333333333333,0.771929824561403,0.814285714285714,0.784615384615385,0.653846153846154,0.552238805970149,0.628571428571429,0.603174603174603,0.507246376811594,0.368421052631579,0.490909090909091,0.285714285714286,0.403846153846154,0.350877192982456,0.291666666666667,0.382978723404255,0.342105263157895,0.333333333333333,0.114285714285714,0,0,0
"Meredith Brooks","Bitch",0.806721342383107,0.818181818181818,0.73015873015873,0.630769230769231,0.649122807017544,0.396825396825397,0.409090909090909,0.543859649122807,0.355932203389831,0.377777777777778,0.338983050847458,0.235294117647059,0.1,0.261904761904762,0.194444444444444,0.117647058823529,0.241379310344828,0,0,0,0,0,0,0
"Merril Bainbridge","Mouth",0.368461663417804,0.492307692307692,0.290322580645161,0.372881355932203,0.173913043478261,0.11864406779661,0.181818181818182,0.166666666666667,0.115942028985507,0.117647058823529,0.120689655172414,0.0377358490566038,0.152173913043478,0.0545454545454545,0.0217391304347826,0.142857142857143,0.0857142857142857,0,0,0,0,0,0,0
"Method Man","I'll Be There For You",0.336700585877274,0.282608695652174,0.254545454545455,0.216666666666667,0.288135593220339,0.314814814814815,0.176470588235294,0.289855072463768,0.241935483870968,0.180327868852459,0.113207547169811,0.125,0.0612244897959184,0.0454545454545455,0.159090909090909,0.0588235294117647,0.121951219512195,0.09375,0.0526315789473684,0,0,0,0,0
"Michael Bolton","How Am I Supposed To Live Without You",0.930499325236167,0.846153846153846,0.896551724137931,0.6,0.666666666666667,0.666666666666667,0.576923076923077,0.526315789473684,0.611940298507463,0.444444444444444,0.436363636363636,0.447761194029851,0.415584415584416,0.39344262295082,0.318181818181818,0.379310344827586,0.338709677419355,0.363636363636364,0.276595744680851,0.260869565217391,0.261904761904762,0.210526315789474,0.25,0.230769230769231
"Michael Bolton","How Can We Be Lovers",0.840297383775645,0.727272727272727,0.805555555555556,0.615384615384615,0.66,0.596774193548387,0.442307692307692,0.5,0.333333333333333,0.25,0.293103448275862,0.344827586206897,0.260869565217391,0.346153846153846,0.152542372881356,0.166666666666667,0.210526315789474,0.148936170212766,0.228571428571429,0.1875,0.205128205128205,0.162162162162162,0.25,0.153846153846154
"Michael Bolton","Love Is A Wonderful Thing",0.623560298102981,0.621621621621622,0.42,0.422222222222222,0.4,0.275862068965517,0.344262295081967,0.203125,0.134615384615385,0.183098591549296,0.184210526315789,0.17910447761194,0.105263157894737,0.1875,0.146341463414634,0.163265306122449,0.142857142857143,0.0909090909090909,0.125,0.166666666666667,0.111111111111111,0.151515151515152,0.125,0
"Michael Bolton","When A Man Loves A Woman",0.641321044546851,0.764705882352941,0.62,0.66,0.574074074074074,0.571428571428571,0.625,0.553846153846154,0.582089552238806,0.396825396825397,0.365079365079365,0.363636363636364,0.421052631578947,0.311475409836066,0.315789473684211,0.257575757575758,0.307692307692308,0.195121951219512,0.176470588235294,0.256410256410256,0.288888888888889,0.310344827586207,0.166666666666667,0
"Michael Jackson","Black Or White",0.992248062015504,0.96551724137931,0.956521739130435,0.981132075471698,0.96875,0.982142857142857,1,0.98,0.928571428571429,0.933333333333333,0.830188679245283,0.85,0.797101449275362,0.811320754716981,0.904761904761905,0.854545454545454,0.818181818181818,0.8,0.871794871794872,0.756756756756757,0.85,0.828571428571429,0.785714285714286,0
"Michael Jackson","Remember The Time",0.883352923251056,0.754385964912281,0.811320754716981,0.777777777777778,0.714285714285714,0.759259259259259,0.755102040816326,0.686274509803922,0.557692307692308,0.698412698412698,0.417910447761194,0.516129032258065,0.339285714285714,0.613636363636364,0.38,0.477272727272727,0.365384615384615,0.42,0.418604651162791,0.428571428571429,0.351351351351351,0.441860465116279,0,0
"Michael Jackson","You Are Not Alone",0.925478060366498,0.867924528301887,0.868852459016393,0.903225806451613,0.938461538461538,0.838709677419355,0.754716981132076,0.746835443037975,0.754098360655738,0.660714285714286,0.729166666666667,0.64,0.614035087719298,0.654545454545455,0.627906976744186,0.612903225806452,0.625,0.5,0.62962962962963,0,0,0,0,0
"Milli Vanilli","All Or Nothing",0.445173719958203,0.25,0.25531914893617,0.219512195121951,0.207547169811321,0.113207547169811,0.153846153846154,0.178571428571429,0.131147540983607,0.0689655172413793,0.112903225806452,0.0175438596491228,0.0606060606060606,0.0833333333333333,0.109090909090909,0.0350877192982456,0.111111111111111,0.0566037735849057,0.04,0.0697674418604651,0.0526315789473684,0.0645161290322581,0.0357142857142857,0.0434782608695652
"Monica","Angel Of Mine",0.492563580140678,0.396825396825397,0.46551724137931,0.333333333333333,0.304347826086957,0.0925925925925926,0.134615384615385,0.163636363636364,0.163265306122449,0.196078431372549,0.0555555555555556,0.04,0.111111111111111,0.0740740740740741,0.111111111111111,0,0,0,0,0,0,0,0,0
"Monica","Don't Take It Personal",0.320876313979762,0.306451612903226,0.350649350649351,0.372881355932203,0.227272727272727,0.1875,0.142857142857143,0.0545454545454545,0.115384615384615,0.0625,0.0454545454545455,0.145833333333333,0.0612244897959184,0.0909090909090909,0.122448979591837,0.0930232558139535,0.0344827586206897,0.133333333333333,0,0,0,0,0,0
"Monica","For You I Will",0.509441884280594,0.553191489361702,0.479452054794521,0.476923076923077,0.395833333333333,0.447761194029851,0.373333333333333,0.346153846153846,0.333333333333333,0.296296296296296,0.206896551724138,0.266666666666667,0.136363636363636,0.0975609756097561,0.0645161290322581,0.230769230769231,0.285714285714286,0,0,0,0,0,0,0
"Monica","The First Night",0.193753752787785,0.174603174603175,0.18,0.0869565217391304,0.0983606557377049,0.161290322580645,0.112903225806452,0.150943396226415,0.0192307692307692,0.0833333333333333,0.0943396226415094,0.0178571428571429,0.0512820512820513,0.105263157894737,0.12,0.09375,0,0,0,0,0,0,0,0
"Montell Jordan","Let's Ride",0.215251657225136,0.169811320754717,0.117647058823529,0.0434782608695652,0.0857142857142857,0.120689655172414,0.0689655172413793,0.1,0.0138888888888889,0.0576923076923077,0.108695652173913,0.075,0.116279069767442,0.0465116279069767,0.0810810810810811,0.037037037037037,0,0,0,0,0,0,0,0
"Montell Jordan","This Is How We Do It",0.923801169590643,0.963636363636364,0.928571428571429,0.866666666666667,0.830769230769231,0.892857142857143,0.866666666666667,0.810810810810811,0.854545454545454,0.770833333333333,0.660714285714286,0.86,0.714285714285714,0.55,0.710526315789474,0.684210526315789,0.6875,0.5,0.72,0,0,0,0,0
"Mr. Big","To Be With You",0.946602852852853,0.863636363636364,0.891304347826087,0.758620689655172,0.815384615384615,0.707692307692308,0.793103448275862,0.701298701298701,0.565789473684211,0.67741935483871,0.5,0.443181818181818,0.396551724137931,0.314814814814815,0.344262295081967,0.321428571428571,0.25,0.25,0.108108108108108,0.25,0.133333333333333,0.037037037037037,0,0
"Nelson","Can't Live Without Your Love And Affection",0.333060848058018,0.294117647058824,0.240740740740741,0.232558139534884,0.186440677966102,0.183673469387755,0.0983606557377049,0.159420289855072,0.111111111111111,0.0727272727272727,0.149253731343284,0.0714285714285714,0.0625,0.114754098360656,0.0144927536231884,0.0757575757575758,0.075,0.166666666666667,0.0810810810810811,0.0555555555555556,0.114285714285714,0.0277777777777778,0.111111111111111,0.103448275862069
"New Edition","Hit Me Off",0.211760461760462,0.142857142857143,0.180555555555556,0.0892857142857143,0.2,0.210526315789474,0.111111111111111,0.105263157894737,0.119402985074627,0.04,0.111111111111111,0.111111111111111,0.111111111111111,0.0512820512820513,0.0612244897959184,0.0666666666666667,0,0.0666666666666667,0,0,0,0,0,0
"New Kids On The Block","Step By Step",0.690217391304348,0.757575757575758,0.638297872340426,0.627906976744186,0.658536585365854,0.622950819672131,0.411764705882353,0.552631578947368,0.516129032258065,0.178571428571429,0.233333333333333,0.157894736842105,0.223684210526316,0.191176470588235,0.24,0.23728813559322,0.186440677966102,0.166666666666667,0.214285714285714,0.116279069767442,0.181818181818182,0.259259259259259,0.117647058823529,0.181818181818182
"Next","Too Close",0.642346383241513,0.5,0.477611940298507,0.454545454545455,0.376811594202899,0.327868852459016,0.323076923076923,0.394736842105263,0.24,0.205128205128205,0.116279069767442,0.173913043478261,0.137931034482759,0.2,0.1,0.178571428571429,0,0,0,0,0,0,0,0
"Nicki French","Total Eclipse Of The Heart",0.848611111111111,0.781818181818182,0.789473684210526,0.76271186440678,0.758064516129032,0.757575757575758,0.620253164556962,0.8,0.557377049180328,0.695652173913043,0.591836734693878,0.436363636363636,0.391304347826087,0.612244897959184,0.341463414634146,0.5,0.736842105263158,0.307692307692308,0.464285714285714,0,0,0,0,0
"Notorious B.I.G., The","Hypnotize",0.671916103280161,0.803921568627451,0.660377358490566,0.53448275862069,0.552238805970149,0.543478260869565,0.564516129032258,0.596153846153846,0.627450980392157,0.53448275862069,0.538461538461538,0.392857142857143,0.528301886792453,0.463414634146341,0.333333333333333,0.62962962962963,0.269230769230769,0,0,0,0,0,0,0
"Notorious B.I.G., The","Mo Money, Mo Problems",0.711200564702291,0.730769230769231,0.650793650793651,0.661538461538462,0.626865671641791,0.527777777777778,0.661971830985915,0.5,0.46,0.523809523809524,0.552631578947368,0.395833333333333,0.404761904761905,0.395348837209302,0.166666666666667,0.290322580645161,0.384615384615385,0,0,0,0,0,0,0
"Notorious B.I.G., The","One More Chance-Stay With Me",0.442140976761075,0.5,0.350877192982456,0.5,0.418181818181818,0.290909090909091,0.48936170212766,0.369565217391304,0.333333333333333,0.342465753424658,0.333333333333333,0.218181818181818,0.166666666666667,0.183333333333333,0.1,0.166666666666667,0.184210526315789,0.193548387096774,0.0740740740740741,0,0,0,0,0
"Notorious B.I.G., The","The What",0.438719851576994,0.481481481481481,0.492063492063492,0.441860465116279,0.448275862068966,0.316666666666667,0.409090909090909,0.456140350877193,0.322033898305085,0.338983050847458,0.272727272727273,0.323076923076923,0.214285714285714,0.466666666666667,0.280701754385965,0.307692307692308,0.306122448979592,0.272727272727273,0.5,0,0,0,0,0
"Onyx","Slam",0.534881034881035,0.7,0.563636363636364,0.451612903225806,0.485294117647059,0.551724137931034,0.327272727272727,0.412698412698413,0.333333333333333,0.333333333333333,0.402985074626866,0.295081967213115,0.362068965517241,0.339622641509434,0.205128205128205,0.28,0.166666666666667,0.219512195121951,0.216216216216216,0.296296296296296,0.161290322580645,0,0,0
"PM Dawn","I'd Die Without You",0.212661056435126,0.142857142857143,0.155555555555556,0.08,0.116279069767442,0.111111111111111,0.0384615384615385,0.0166666666666667,0.03125,0.0408163265306122,0.0491803278688525,0.0666666666666667,0.0140845070422535,0.046875,0,0.0444444444444444,0.02,0.0222222222222222,0,0.0625,0,0,0,0
"PM Dawn","Set Adrift On Memory Bliss",0.717423403469915,0.71875,0.244444444444444,0.471698113207547,0.303030303030303,0.303030303030303,0.367647058823529,0.322033898305085,0.135593220338983,0.0769230769230769,0.106060606060606,0.155844155844156,0.111111111111111,0.153846153846154,0.109090909090909,0.0793650793650794,0.0416666666666667,0.0888888888888889,0.0196078431372549,0.0731707317073171,0.0476190476190476,0.0645161290322581,0.12,0
